Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,29,1989,15,12,1001,0,0,0,0,6,1,0,0,0,0,0,0.3,0.3,0.2,0.03,0.02,0.04,0.03,0.04,Matches
Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Tottenham,19,2000,6,4,342,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.03,0.01,0.04,0.03,0.04,Matches
Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FW,Liverpool,27,1991,7,2,185,1,0,0,0,0,0,0.49,0,0.49,0.49,0.49,0.5,0.5,0.2,0.23,0.11,0.34,0.23,0.34,Matches
Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,33,1986,25,10,1051,3,2,0,0,1,1,0.26,0.17,0.43,0.26,0.43,2.8,2.8,2.6,0.24,0.22,0.46,0.24,0.46,Matches
Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,24,1995,24,20,1733,0,0,0,0,7,0,0,0,0,0,0,0.5,0.5,1.3,0.03,0.07,0.09,0.03,0.09,Matches
Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,27,1992,26,25,2119,6,2,0,0,3,0,0.25,0.08,0.34,0.25,0.34,2.4,2.4,3.7,0.1,0.16,0.26,0.1,0.26,Matches
Djibril Sidibé\Djibril-Sidibe,fr FRA,DF,Everton,27,1992,25,18,1824,0,4,0,0,3,0,0,0.2,0.2,0,0.2,0.4,0.4,2.1,0.02,0.1,0.12,0.02,0.12,Matches
Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,29,1989,35,28,2560,2,3,1,1,3,0,0.07,0.11,0.18,0.04,0.14,4.2,3.4,3.8,0.15,0.13,0.28,0.12,0.26,Matches
Bernardo Silva\Bernardo-Silva,pt POR,FWMF,Manchester City,24,1994,34,23,2030,6,7,0,0,5,0,0.27,0.31,0.58,0.27,0.58,6.7,6.7,5.2,0.3,0.23,0.53,0.3,0.53,Matches
David Silva\David-Silva,es ESP,MF,Manchester City,33,1986,27,22,1826,6,10,0,0,0,0,0.3,0.49,0.79,0.3,0.79,6.4,6.4,5.2,0.31,0.26,0.57,0.31,0.57,Matches
Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,22,1997,4,1,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,29,1989,29,28,2452,2,1,0,0,8,0,0.07,0.04,0.11,0.07,0.11,2.4,2.4,1,0.09,0.04,0.12,0.09,0.12,Matches
Oliver Skipp\Oliver-Skipp,eng ENG,MFDF,Tottenham,18,2000,7,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
William Smallbone\William-Smallbone,ie IRL,MF,Southampton,19,2000,9,4,393,0,2,0,0,0,0,0,0.46,0.46,0,0.46,0.3,0.3,0.3,0.07,0.08,0.15,0.07,0.15,Matches
Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,28,1991,24,24,2055,0,1,0,0,7,0,0,0.04,0.04,0,0.04,0.6,0.6,0.9,0.03,0.04,0.06,0.03,0.06,Matches
Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,Arsenal,19,2000,2,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Ham,31,1987,24,17,1509,5,5,0,0,4,0,0.3,0.3,0.6,0.3,0.6,2.7,2.7,2.7,0.16,0.16,0.32,0.16,0.32,Matches
Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,27,1991,16,16,1306,0,1,0,0,1,0,0,0.07,0.07,0,0.07,0.6,0.6,1.2,0.04,0.09,0.13,0.04,0.13,Matches
Cédric Soares\Cedric-Soares,pt POR,DF,Arsenal,27,1991,5,3,249,1,0,0,0,0,0,0.36,0,0.36,0.36,0.36,0,0,0,0.01,0.02,0.02,0.01,0.02,Matches
Dominic Solanke\Dominic-Solanke,eng ENG,FWMF,Bournemouth,21,1997,32,17,1651,3,1,0,0,1,0,0.16,0.05,0.22,0.16,0.22,3.6,3.6,0.9,0.2,0.05,0.25,0.2,0.25,Matches
Tomáš Souček\Tomas-Soucek,cz CZE,MF,West Ham,24,1995,13,12,1040,3,0,0,0,0,0,0.26,0,0.26,0.26,0.26,2.2,2.2,0.4,0.19,0.03,0.23,0.19,0.23,Matches
Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,23,1996,34,34,3036,1,1,0,0,4,1,0.03,0.03,0.06,0.03,0.06,2.2,2.2,0.3,0.07,0.01,0.07,0.07,0.07,Matches
Dennis Srbeny\Dennis-Srbeny,de GER,MFFW,Norwich City,25,1994,8,0,47,1,0,0,0,0,0,1.91,0,1.91,1.91,1.91,0.6,0.6,0,1.07,0,1.07,1.07,1.07,Matches
Jack Stacey\Jack-Stacey,eng ENG,DF,Bournemouth,23,1996,19,17,1549,0,2,0,0,2,0,0,0.12,0.12,0,0.12,0.3,0.3,2.2,0.02,0.13,0.14,0.02,0.14,Matches
Junior Stanislas\Junior-Stanislas,eng ENG,MFDF,Bournemouth,29,1989,15,7,712,3,0,1,1,1,0,0.38,0,0.38,0.25,0.25,1.6,0.8,0.8,0.2,0.1,0.3,0.1,0.2,Matches
Jed Steer\Jed-Steer,eng ENG,GK,Aston Villa,26,1992,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,30,1989,33,28,2530,0,1,0,0,8,0,0,0.04,0.04,0,0.04,0.5,0.5,1.1,0.02,0.04,0.06,0.02,0.06,Matches
Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,25,1994,28,27,2451,1,3,0,0,4,1,0.04,0.11,0.15,0.04,0.15,0.8,0.8,1.2,0.03,0.05,0.07,0.03,0.07,Matches
Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,24,1994,33,30,2651,20,1,0,2,5,0,0.68,0.03,0.71,0.68,0.71,17.3,15.3,7.1,0.59,0.24,0.83,0.52,0.76,Matches
Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,29,1990,38,38,3345,2,4,0,0,7,0,0.05,0.11,0.16,0.05,0.16,1.2,1.2,4.5,0.03,0.12,0.15,0.03,0.15,Matches
Marco Stiepermann\Marco-Stiepermann,de GER,MF,Norwich City,28,1991,24,14,1180,0,0,0,0,6,0,0,0,0,0,0,1.6,1.6,0.5,0.12,0.04,0.16,0.12,0.16,Matches
John Stones\John-Stones,eng ENG,DF,Manchester City,25,1994,16,12,1122,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.05,0.01,0.05,0.05,0.05,Matches
Isaac Success\Isaac-Success,ng NGA,FWMF,Watford,23,1996,5,0,70,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.12,0.13,0.25,0.12,0.25,Matches
Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Newcastle Utd,30,1989,3,1,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.05,0.05,0,0.05,Matches
Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,32,1986,5,2,235,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches
Sam Surridge\Sam-Surridge,eng ENG,FW,Bournemouth,21,1998,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,1.45,0,1.45,1.45,1.45,Matches
Japhet Tanganga\Japhet-Tanganga,eng ENG,DF,Tottenham,20,1999,6,6,525,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.01,0,0.01,0.01,0.01,Matches
Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,23,1995,28,27,2291,1,2,0,0,4,0,0.04,0.08,0.12,0.04,0.12,0.5,0.5,2.7,0.02,0.11,0.12,0.02,0.12,Matches
James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,26,1992,38,38,3420,2,2,0,0,10,0,0.05,0.05,0.11,0.05,0.11,2.3,2.3,2,0.06,0.05,0.11,0.06,0.11,Matches
Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,25,1993,24,22,1945,0,1,0,0,3,0,0,0.05,0.05,0,0.05,0,0,1.4,0,0.06,0.07,0,0.07,Matches
Neil Taylor\Neil-Taylor,wal WAL,DF,Aston Villa,30,1989,14,11,1091,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.2,0.03,0.02,0.04,0.03,0.04,Matches
Nathan Tella\Nathan-Tella,eng ENG,FW,Southampton,20,1999,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,1.62,0,1.62,1.62,1.62,Matches
Alexander Tettey\Alexander-Tettey,no NOR,MFDF,Norwich City,33,1986,30,28,2338,1,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,0.8,0.8,0.8,0.03,0.03,0.06,0.03,0.06,Matches
Jordan Thomas\Jordan-Thomas,eng ENG,FW,Norwich City,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Luke Thomas\Luke-Thomas,eng ENG,DF,Leicester City,,,3,3,267,0,1,0,0,0,0,0,0.34,0.34,0,0.34,0,0,0.9,0,0.29,0.29,0,0.29,Matches
Max Thompson\Max-Thompson,eng ENG,FW,Burnley,17,2002,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,22,1997,37,32,2828,3,6,0,0,2,0,0.1,0.19,0.29,0.1,0.29,3.2,3.2,5.6,0.1,0.18,0.28,0.1,0.28,Matches
Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,22,1997,15,12,989,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,0.2,0.2,1.1,0.02,0.1,0.12,0.02,0.12,Matches
James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,30,1989,18,18,1582,1,1,0,0,5,0,0.06,0.06,0.11,0.06,0.11,1.3,1.3,0.1,0.07,0.01,0.08,0.07,0.08,Matches
Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,21,1997,15,15,1291,1,0,0,0,3,0,0.07,0,0.07,0.07,0.07,0.6,0.6,0.2,0.04,0.01,0.06,0.04,0.06,Matches
Lucas Torreira\Lucas-Torreira,uy URU,MF,Arsenal,23,1996,29,17,1512,1,1,0,0,7,0,0.06,0.06,0.12,0.06,0.12,1.6,1.6,1.1,0.09,0.07,0.16,0.09,0.16,Matches
Cenk Tosun\Cenk-Tosun,tr TUR,FW,Crystal Palace,28,1991,5,2,177,1,0,0,0,0,0,0.51,0,0.51,0.51,0.51,0.6,0.6,0,0.32,0,0.32,0.32,0.32,Matches
Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,28,1991,5,2,291,1,0,0,0,0,0,0.31,0,0.31,0.31,0.31,0.7,0.7,0.1,0.21,0.04,0.25,0.21,0.25,Matches
Andros Townsend\Andros-Townsend,eng ENG,MF,Crystal Palace,28,1991,24,14,1294,1,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,0.4,0.4,2,0.03,0.14,0.16,0.03,0.16,Matches
Adama Traoré\Adama-Traore,es ESP,FWMF,Wolves,23,1996,37,27,2605,4,9,0,0,1,0,0.14,0.31,0.45,0.14,0.45,3.5,3.5,6.5,0.12,0.23,0.35,0.12,0.35,Matches
Mark Travers\Mark-Travers,ie IRL,GK,Bournemouth,20,1999,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Trézéguet\Trezeguet,eg EGY,FWMF,Aston Villa,24,1994,34,20,1950,6,1,0,0,4,1,0.28,0.05,0.32,0.28,0.32,3.7,3.7,0.8,0.17,0.04,0.21,0.17,0.21,Matches
Leandro Trossard\Leandro-Trossard,be BEL,FWMF,Brighton,24,1994,31,22,2011,5,3,0,0,0,0,0.22,0.13,0.36,0.22,0.36,4.7,4.7,3.7,0.21,0.17,0.37,0.21,0.37,Matches
Tom Trybull\Tom-Trybull,de GER,MF,Norwich City,26,1993,16,14,1130,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.1,0.03,0,0.04,0.03,0.04,Matches
Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,21,1997,5,2,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Yan Valery\Yan-Valery,fr FRA,DF,Southampton,20,1999,11,10,779,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.8,0.04,0.1,0.13,0.04,0.13,Matches
Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Wolves,22,1997,2,1,163,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,32,1987,35,34,3033,23,5,4,5,2,0,0.68,0.15,0.83,0.56,0.71,19.8,16,5.4,0.59,0.16,0.75,0.47,0.63,Matches
Indiana Vassilev\Indiana-Vassilev,us USA,FWMF,Aston Villa,18,2001,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches
Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,32,1987,23,19,1645,1,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,0.3,0.3,0.9,0.02,0.05,0.06,0.02,0.06,Matches
Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,26,1992,19,17,1497,1,0,0,0,3,0,0.06,0,0.06,0.06,0.06,0.9,0.9,0.1,0.05,0.01,0.06,0.05,0.06,Matches
Rúben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,20,1999,16,6,652,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.5,0.06,0.07,0.13,0.06,0.13,Matches
Jake Vokins\Jake-Vokins,eng ENG,DF,Southampton,19,2000,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0.07,0.09,0.02,0.09,Matches
Mario Vrančić\Mario-Vrancic,ba BIH,MF,Norwich City,30,1989,20,6,636,1,0,0,0,3,0,0.14,0,0.14,0.14,0.14,1.6,1.6,1.1,0.23,0.16,0.39,0.23,0.39,Matches
Matěj Vydra\Matej-Vydra,cz CZE,FW,Burnley,27,1992,19,7,819,2,1,0,0,0,0,0.22,0.11,0.33,0.22,0.33,3.7,3.7,1,0.41,0.11,0.52,0.41,0.52,Matches
Theo Walcott\Theo-Walcott,eng ENG,MFFW,Everton,30,1989,25,17,1287,2,3,0,0,1,0,0.14,0.21,0.35,0.14,0.35,2.7,2.7,2.8,0.19,0.2,0.39,0.19,0.39,Matches
Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,29,1990,29,28,2392,1,4,0,0,5,0,0.04,0.15,0.19,0.04,0.19,0.9,0.9,2.2,0.03,0.08,0.12,0.03,0.12,Matches
Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Tottenham,22,1997,3,3,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,0.03,0.04,0.01,0.04,Matches
Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Southampton,22,1997,10,7,703,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.5,0.01,0.07,0.08,0.01,0.08,Matches
Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,21,1997,35,34,3070,0,4,0,0,8,0,0,0.12,0.12,0,0.12,0.9,0.9,3,0.03,0.09,0.12,0.03,0.12,Matches
Victor Wanyama\Victor-Wanyama,ke KEN,MF,Tottenham,28,1991,2,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,29,1989,29,27,2382,0,0,0,0,4,0,0,0,0,0,0,0.3,0.3,0.2,0.01,0.01,0.02,0.01,0.02,Matches
James Ward-Prowse\James-Ward-Prowse,eng ENG,MFDF,Southampton,24,1994,38,38,3420,5,3,1,3,9,0,0.13,0.08,0.21,0.11,0.18,7,4.6,5.2,0.18,0.14,0.32,0.12,0.26,Matches
Kelland Watts\Kelland-Watts,eng ENG,DF,Newcastle Utd,19,1999,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Adam Webster\Adam-Webster,eng ENG,DF,Brighton,24,1995,31,31,2668,3,1,0,0,4,0,0.1,0.03,0.13,0.1,0.13,1.1,1.1,1,0.04,0.03,0.07,0.04,0.07,Matches
Danny Welbeck\Danny-Welbeck,eng ENG,FWMF,Watford,28,1990,18,8,822,2,0,0,0,0,0,0.22,0,0.22,0.22,0.22,3.6,3.6,0.2,0.39,0.02,0.42,0.39,0.42,Matches
Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,29,1990,35,35,3150,2,6,0,0,9,0,0.06,0.17,0.23,0.06,0.23,1.2,1.2,5.1,0.03,0.15,0.18,0.03,0.18,Matches
Connor Wickham\Connor-Wickham,eng ENG,FWMF,Crystal Palace,26,1993,6,0,96,1,1,0,0,0,0,0.94,0.94,1.87,0.94,1.87,1.3,1.3,0.5,1.26,0.47,1.73,1.26,1.73,Matches
Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,28,1990,37,35,2935,4,0,0,0,0,0,0.12,0,0.12,0.12,0.12,2.9,2.9,1.3,0.09,0.04,0.13,0.09,0.13,Matches
Jetro Willems\Jetro-Willems,nl NED,DF,Newcastle Utd,25,1994,19,18,1493,2,2,0,0,0,0,0.12,0.12,0.24,0.12,0.24,0.6,0.6,1.2,0.03,0.07,0.11,0.03,0.11,Matches
Brandon Williams\Brandon-Williams,eng ENG,DF,Manchester Utd,18,2000,17,11,1006,1,0,0,0,6,0,0.09,0,0.09,0.09,0.09,0.7,0.7,0.6,0.06,0.05,0.11,0.06,0.11,Matches
Neco Williams\Neco-Williams,wal WAL,DF,Liverpool,18,2001,6,3,230,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.1,0.1,0.04,0.14,0.1,0.14,Matches
Willian\Willian,br BRA,FW,Chelsea,30,1988,36,29,2600,9,7,4,4,4,0,0.31,0.24,0.55,0.17,0.42,7.2,4.1,6.9,0.25,0.24,0.49,0.14,0.38,Matches
Joe Willock\Joe-Willock,eng ENG,MFFW,Arsenal,19,1999,29,8,857,1,1,0,0,2,0,0.11,0.11,0.21,0.11,0.21,2.3,2.3,0.8,0.24,0.09,0.33,0.24,0.33,Matches
Jack Wilshere\Jack-Wilshere,eng ENG,MF,West Ham,27,1992,8,2,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Callum Wilson\Callum-Wilson,eng ENG,FW,Bournemouth,27,1992,35,32,2908,8,1,0,0,10,0,0.25,0.03,0.28,0.25,0.28,10,10,3.2,0.31,0.1,0.41,0.31,0.41,Matches
Harry Wilson\Harry-Wilson,wal WAL,MFFW,Bournemouth,22,1997,31,20,1646,7,0,0,0,2,0,0.38,0,0.38,0.38,0.38,4.4,4.4,1.6,0.24,0.09,0.33,0.24,0.33,Matches
Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,23,1996,31,26,2221,0,0,0,0,9,0,0,0,0,0,0,0.5,0.5,1.1,0.02,0.05,0.06,0.02,0.06,Matches
Chris Wood\Chris-Wood,nz NZL,FW,Burnley,27,1991,32,29,2437,14,1,1,1,1,0,0.52,0.04,0.55,0.48,0.52,12.9,12.1,0.9,0.48,0.03,0.51,0.45,0.48,Matches
Granit Xhaka\Granit-Xhaka,ch SUI,MF,Arsenal,26,1992,31,30,2586,1,2,0,0,10,0,0.03,0.07,0.1,0.03,0.1,0.4,0.4,1,0.01,0.03,0.05,0.01,0.05,Matches
Andriy Yarmolenko\Andriy-Yarmolenko,ua UKR,MFFW,West Ham,29,1989,23,10,991,5,1,0,0,2,0,0.45,0.09,0.54,0.45,0.54,2,2,2.6,0.18,0.24,0.42,0.18,0.42,Matches
DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,26,1993,16,10,938,1,0,0,0,3,0,0.1,0,0.1,0.1,0.1,0.6,0.6,0.3,0.06,0.03,0.09,0.06,0.09,Matches
Maya Yoshida\Maya-Yoshida,jp JPN,DF,Southampton,30,1988,8,6,560,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0.08,0,0.08,0.08,0.08,Matches
Ashley Young\Ashley-Young,eng ENG,DF,Manchester Utd,34,1985,12,10,955,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,1.2,0.01,0.12,0.13,0.01,0.13,Matches
Pablo Zabaleta\Pablo-Zabaleta,ar ARG,DF,West Ham,34,1985,10,6,592,0,0,0,0,2,0,0,0,0,0,0,0,0,0.4,0.01,0.06,0.06,0.01,0.06,Matches
Wilfried Zaha\Wilfried-Zaha,ci CIV,MFFW,Crystal Palace,26,1992,38,37,3280,4,3,0,0,5,0,0.11,0.08,0.19,0.11,0.19,5.3,5.3,3.3,0.15,0.09,0.24,0.15,0.24,Matches
Christoph Zimmermann\Christoph-Zimmermann,de GER,DF,Norwich City,26,1993,17,16,1430,0,1,0,0,3,0,0,0.06,0.06,0,0.06,0.3,0.3,0.1,0.02,0.01,0.03,0.02,0.03,Matches
Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,DF,Manchester City,22,1996,19,13,1276,0,0,0,0,2,1,0,0,0,0,0,0.4,0.4,1.7,0.03,0.12,0.15,0.03,0.15,Matches
Richairo Živković\Richairo-Zivkovic,nl NED,FW,Sheffield Utd,22,1996,5,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.04,0.12,0.16,0.04,0.16,Matches
Kurt Zouma\Kurt-Zouma,fr FRA,DF,Chelsea,24,1994,28,25,2344,0,0,0,0,6,0,0,0,0,0,0,0.7,0.7,0.2,0.03,0.01,0.04,0.03,0.04,Matches
